ARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,countries,products,elements,,,,2010A,2011A,2012A,2013A,2014A,2015A,2016A,2017A,2018A,2019A,2020A,2021A,2022A,2023A,2024A,2025A,2026A,2027A,2028A,2029A,2030A
ARG_MK_fo..pc,Argentina,Milk,Per-capita food consumption [kg/p/year],ARG,MK,FO..PC,12.10436948,11.66888584,11.75165299,11.0282687,10.7987137,9.525743408,8.029145781,9.301514328,9.329128753,8.881880409,8.936701961,8.936827904,8.939526859,8.943803156,8.947999111,8.952101197,8.955832372,8.960936547,8.966289554,8.971524146,8.976872677
ARG_OCG_fo..pc,Argentina,Other Coarse Grains,Per-capita food consumption [kg/p/year],ARG,OCG,FO..PC,16.61725273,20.61068849,20.05709295,18.01513915,15.9882201,15.29541762,14.81892666,14.58504009,18.34810272,18.26609468,18.25168774,18.24650384,18.23944992,18.22965752,18.22777209,18.22747056,18.22866127,18.2322531,18.23683257,18.24340666,18.25031055
ARG_OOS_fo..pc,Argentina,Other Oilseeds,Per-capita food consumption [kg/p/year],ARG,OOS,FO..PC,0.634686963,0.725741513,0.710642232,0.707696842,1.050553893,1.041336432,0.971604166,0.768552475,0.951508245,0.922898103,1.028528626,1.028136328,1.029621613,1.031192119,1.03271126,1.034592128,1.036448816,1.038571698,1.040836585,1.043482532,1.046927954
ARG_PK_fo..pc,Argentina,Pork,Per-capita food consumption [kg/p/year],ARG,PK,FO..PC,6.294639265,6.750412513,6.805381885,8.081176539,8.232228648,8.852157193,9.921844927,10.6879958,11.33770982,11.66574644,11.76391278,11.84134015,11.84908699,11.83293071,11.8271693,11.85309202,11.84882248,11.86517131,11.87610968,11.8981358,11.91315746
ARG_PS_fo..pc,Argentina,Pulses,Per-capita food consumption [kg/p/year],ARG,PS,FO..PC,0.420923924,0.346535038,0.289161673,0.8346756,0.850814264,0.867429764,0.884560055,0.902207506,0.920391666,0.939122104,0.957095062,0.975674275,0.989525924,1.00869088,1.024013124,1.040707072,1.058172607,1.074231458,1.091021439,1.107251465,1.12386122
ARG_PT_fo..pc,Argentina,Poultry,Per-capita food consumption [kg/p/year],ARG,PT,FO..PC,32.22752897,35.80549866,37.70154262,36.49608397,37.52611433,40.14494021,39.80950003,39.21419476,39.33847522,38.78230866,38.97085514,38.99048798,39.02321728,39.07145393,39.11948904,39.17334089,39.22856067,39.28566968,39.3477173,39.41360782,39.48367281
ARG_RI_fo..pc,Argentina,Rice,Per-capita food consumption [kg/p/year],ARG,RI,FO..PC,8.093872637,8.703283506,9.299347425,9.681431198,10.07563575,10.32607555,10.40466637,10.53550523,10.75197555,9.883727746,9.979004551,10.08065271,10.18079479,10.28246327,10.38437722,10.48862059,10.59327199,10.69932457,10.80623003,10.91453762,11.02339103
ARG_RT_fo..pc,Argentina,Roots tubers,Per-capita food consumption [kg/p/year],ARG,RT,FO..PC,9.341141577,9.984754056,10.33495526,9.304784426,9.308030438,9.313046848,9.320071105,9.32895016,9.339711251,9.352275018,9.331570082,9.389103616,9.365608489,9.379185954,9.379227878,9.392047788,9.389627758,9.4011356,9.394884108,9.397641412,9.379098281
ARG_SH_fo..pc,Argentina,Sheep,Per-capita food consumption [kg/p/year],ARG,SH,FO..PC,1.055581642,1.111575324,1.209217621,1.177679637,1.247771413,1.172883153,1.034937987,0.990467891,0.99114494,0.991908437,0.995884029,0.99489778,0.996001787,0.99728014,0.998322883,0.999269832,1.000757329,1.002352505,1.004143995,1.005910029,1.007786985
ARG_SU_fo..pc,Argentina,Sugar,Per-capita food consumption [kg/p/year],ARG,SU,FO..PC,38.70817778,39.98015803,40.0189792,38.96100757,39.19084577,37.8406096,35.62525623,35.36870843,34.48963789,33.94321323,33.59450908,33.3119474,33.03729087,32.72851437,32.4153052,32.11512664,31.84471714,31.56478536,31.26894847,30.98213095,30.69310318
ARG_VL_fo..pc,Argentina,Vegetable oils,Per-capita food consumption [kg/p/year],ARG,VL,FO..PC,18.88918084,18.88196332,18.8722472,18.86182886,18.85319648,18.84814876,18.94045998,19.03699747,19.13786611,19.33774567,19.53549153,19.74595426,19.96180318,20.19198802,20.42134732,20.65554808,20.89778265,21.14854701,21.40568064,21.67159019,21.94528241
ARG_WT_fo..pc,Argentina,Wheat,Per-capita food consumption [kg/p/year],ARG,WT,FO..PC,117.3716066,117.3751613,117.3506871,118.4945486,118.4403179,118.3969993,118.3677868,118.4646894,118.5722192,119.0061229,119.2739691,119.5467207,119.8010647,120.0446784,120.2895978,120.5276617,120.7628182,121.0034428,121.2422454,121.4850757,121.7222852
ARM_BT_fo..pc,Armenia,Butter,Per-capita food consumption [kg/p/year],ARM,BT,FO..PC,1.383166419,1.838654484,1.893389125,1.817170757,2.145398512,1.877303379,1.966790445,1.726697294,0.906224323,0.813155949,0.836395034,0.856373297,0.876686019,0.898054748,0.919549999,0.942156538,0.965163453,0.988831712,1.013137042,1.037947976,1.063307765
ARM_BV_fo..pc,Armenia,Beef and Veal,Per-capita food consumption [kg/p/year],ARM,BV,FO..PC,14.74463465,16.46968007,15.27994102,15.91379169,17.25564496,17.37863208,17.82850664,18.49364463,18.86848334,20.49915752,20.84505718,20.96783857,21.12160785,21.27832311,21.4282371,21.57830313,21.73092789,21.89076576,22.05975406,22.23434492,22.41105355
ARM_EG_fo..pc,Armenia,Eggs,Per-capita food consumption [kg/p/year],ARM,EG,FO..PC,12.74580349,11.22228655,12.01647278,11.40057809,11.74878981,11.67707743,11.80147038,11.31220222,11.58447677,11.84630902,11.99105338,12.16963336,12.37158519,12.58177187,12.80673474,13.03539596,13.27120152,13.51091488,13.75663641,14.00505218,14.2552462
ARM_FH_fo..pc,Armenia,Fish,Per-capita food consumption [kg/p/year],ARM,FH,FO..PC,2.679771646,3.328062474,3.523945398,4.302905326,5.515940955,6.611020406,6.567790285,5.860643995,5.535569687,5.610992055,6.146681366,6.314529882,6.443959066,6.576811347,6.729139213,6.886707785,7.029169221,7.169998504,7.310450954,7.444761799,7.553089145
ARM_MA_fo..pc,Armenia,Maize,Per-capita food consumption [kg/p/year],ARM,MA,FO..PC,3.12792E-05,3.1298E-05,1.040971919,1.036803399,0.688179154,0.685647691,0.683803718,0.682489049,0.681627923,0.681035133,0.681350829,0.682361205,0.683557859,0.684397222,0.684872959,0.684754976,0.684026664,0.682805237,0.681071472,0.678827355,0.676123884
ARM_MK_fo..pc,Armenia,Milk,Per-capita food consumption [kg/p/year],ARM,MK,FO..PC,20.16830414,20.36251489,20.76713275,22.05696113,23.28273736,23.01062424,24.40334145,25.06101704,25.90963311,26.13801523,26.71346842,27.1167751,27.54077132,28.00076281,28.472766,28.95886805,29.45273474,29.95450553,30.46232029,30.97086117,31.47934227
ARM_OCG_fo..pc,Armenia,Other Coarse Grains,Per-capita food consumption [kg/p/year],ARM,OCG,FO..PC,3.59549589,3.923158411,3.739990032,3.783420019,3.7593025,3.460930139,3.42905683,3.524496297,3.517322773,3.514263875,3.494306162,3.475119537,3.458202742,3.432267462,3.403927784,3.372732941,3.33870074,3.30377372,3.268056408,3.231727318,3.194956343
ARM_OOS_fo..pc,Armenia,Other Oilseeds,Per-capita food consumption [kg/p/year],ARM,OOS,FO..PC,0.082882941,0.082932804,0.082750328,0.082418958,0.082058482,0.081756631,0.081536755,0.081379994,0.081277313,0.081206629,0.082410495,0.083267496,0.084256697,0.08535107,0.086394897,0.087462317,0.088546297,0.089658109,0.090777725,0.091911532,0.093060725
ARM_PK_fo..pc,Armenia,Pork,Per-capita food consumption [kg/p/year],ARM,PK,FO..PC,4.982151677,6.218430175,6.487059409,6.352148823,8.137030314,8.078026841,7.242848984,7.304270797,6.844634947,7.273455226,7.208680804,7.284496963,7.338094228,7.396905107,7.459700833,7.51889658,7.579044582,7.640318078,7.699137997,7.761030295,7.819121356
ARM_PS_fo..pc,Armenia,Pulses,Per-capita food consumption [kg/p/year],ARM,PS,FO..PC,0.011469042,0.011469042,0.011469042,0.011469042,0.011618886,0.01182089,0.012035391,0.012262937,0.012504105,0.012759489,0.012857317,0.013010037,0.013139892,0.013296156,0.013442975,0.013593772,0.013746912,0.013896657,0.01404589,0.014191172,0.014334588
ARM_PT_fo..pc,Armenia,Poultry,Per-capita food consumption [kg/p/year],ARM,PT,FO..PC,13.16166363,14.00430008,13.14185409,10.49814203,13.15424792,13.67505925,11.31175805,14.9794596,8.517043136,10.91018284,11.14495337,11.37492044,11.59833207,11.82989814,12.06656172,12.30379167,12.53882746,12.77655601,13.0182251,13.26176645,13.5089446
ARM_RI_fo..pc,Armenia,Rice,Per-capita food consumption [kg/p/year],ARM,RI,FO..PC,4.101051244,3.442782454,3.240892576,3.331594921,3.347991583,3.404240788,3.224134532,3.234998092,3.285446587,3.350692857,3.361834628,3.376863506,3.39181919,3.403490758,3.413947098,3.424366507,3.433252712,3.441269901,3.448105412,3.453928495,3.457295329
ARM_RT_fo..pc,Armenia,Roots tubers,Per-capita food consumption [kg/p/year],ARM,RT,FO..PC,9.972853004,9.109463271,9.222317225,9.281118425,9.087313107,8.903767592,8.732590066,8.571288651,8.418536993,8.271753561,8.231408197,8.276435742,8.320467959,8.35638845,8.394121375,8.426468032,8.454276195,8.481078841,8.501980468,8.520349898,8.533487794
ARM_SH_fo..pc,Armenia,Sheep,Per-capita food consumption [kg/p/year],ARM,SH,FO..PC,2.559890088,2.62308725,2.648232563,2.793148356,2.716828072,2.822228745,2.40907469,2.494429225,2.754458435,2.984364059,2.999926189,3.009455261,3.024361293,3.039435365,3.056258442,3.074129252,3.09262532,3.112551198,3.13347076,3.154956419,3.177173367
ARM_SU_fo..pc,Armenia,Sugar,Per-capita food consumption [kg/p/year],ARM,SU,FO..PC,29.54147083,29.55924329,29.49420438,29.3760963,29.24761403,29.14002689,29.74546175,30.02951815,30.33244255,30.30606344,30.53855925,30.78915999,31.04343203,31.26723764,31.48950931,31.72792168,31.99936143,32.25502699,32.48868913,32.73046832,32.97092313
ARM_VL_fo..pc,Armenia,Vegetable oils,Per-capita food consumption [kg/p/year],ARM,VL,FO..PC,3.326760725,3.626357626,3.989462905,4.245203443,3.923623661,4.020611606,4.036079835,3.973863884,3.996375619,3.992678989,6.521254008,6.528484033,6.545449915,6.568835161,6.589577904,6.606271394,6.625625876,6.644786536,6.662226362,6.677905415,6.691363275
ARM_WT_fo..pc,Armenia,Wheat,Per-capita food consumption [kg/p/year],ARM,WT,FO..PC,154.6582884,154.4035767,154.4108347,155.5205098,155.5284887,157.0133213,156.5910515,156.2899922,156.0927943,156.1273044,156.1900266,156.3733919,156.5185982,156.6105795,156.7619108,156.9059769,157.051298,157.2052992,157.3700713,157.5322038,157.7103876
ATG_BT_fo..pc,Antigua and Barbuda,Butter,Per-capita food consumption [kg/p/year],ATG,BT,FO..PC,1.806446101,1.326800297,0.94030606,0.940464532,1.223767383,2.992304178,1.545120529,1.431204158,1.610868463,1.63329619,1.658511738,1.672426459,1.684135956,1.696871956,1.707783504,1.719257915,1.730160229,1.740857462,1.751328197,1.761341659,1.771163099
ATG_BV_fo..pc,Antigua and Barbuda,Beef and Veal,Per-capita food consumption [kg/p/year],ATG,BV,FO..PC,16.09110352,16.22770789,16.5927854,15.39908446,16.3539823,27.5031784,13.33260733,15.39818829,15.16836442,14.78901662,14.74744404,14.71201981,14.6513806,14.5822506,14.52286038,14.46624075,14.39760451,14.3324875,14.26843663,14.20643065,14.14765925
ATG_EG_fo..pc,Antigua and Barbuda,Eggs,Per-capita food consumption [kg/p/year],ATG,EG,FO..PC,3.169203686,3.13417393,3.099910089,2.770281392,2.750948167,2.742111521,2.753484019,2.744775097,2.717127527,2.690134901,2.714712186,2.735863004,2.754242492,2.77219108,2.790935124,2.808811168,2.827979731,2.845672353,2.86495281,2.88431691,2.90404815
ATG_FH_fo..pc,Antigua and Barbuda,Fish,Per-capita food consumption [kg/p/year],ATG,FH,FO..PC,49.95269136,51.36799746,52.07019737,37.10582972,64.6643624,67.56752845,62.50800625,69.79976943,64.73354889,65.23458997,60.00252626,59.77040842,60.19587353,60.28063177,60.36041059,60.50004317,60.31364086,61.01558912,61.54981563,62.0783228,62.44027302
ATG_MA_fo..pc,Antigua and Barbuda,Maize,Per-capita food consumption [kg/p/year],ATG,MA,FO..PC,0.000950761,0.000940252,0.000929973,0.00092002,0.00091024,0.000900694,0.000891416,0.000882249,0.000873362,0.000864686,0.000864217,0.000863901,0.000863648,0.000863524,0.000863611,0.000863822,0.000864151,0.000864662,0.0008654,0.000866305,0.000867487
ATG_MK_fo..pc,Antigua and Barbuda,Milk,Per-capita food consumption [kg/p/year],ATG,MK,FO..PC,10.02390955,10.85740533,12.33784881,8.957515767,8.933097345,10.94322667,8.063944422,8.779359202,8.797670773,9.185849923,9.227342367,9.239709383,9.231268239,9.220407558,9.222146768,9.224852731,9.230290146,9.234945498,9.241953135,9.248869345,9.256532141
ATG_OCG_fo..pc,Antigua and Barbuda,Other Coarse Grains,Per-capita food consumption [kg/p/year],ATG,OCG,FO..PC,0.005704567,0.005641513,0.005579838,0.005520118,0.005461441,0.005404161,0.005348494,0.005293495,0.005240175,0.005188117,0.005134117,0.005087943,0.005040748,0.004991365,0.004943719,0.004896574,0.004850011,0.004803794,0.004757821,0.004711931,0.004666283
ATG_OOS_fo..pc,Antigua and Barbuda,Other Oilseeds,Per-capita food consumption [kg/p/year],ATG,OOS,FO..PC,0.002852283,0.002820757,0.002789919,0.002760059,0.002730721,0.002702081,0.002674247,0.002646747,0.002620087,0.002594059,0.002616813,0.002628814,0.002644106,0.002659773,0.002674258,0.002689087,0.002703851,0.002718824,0.002733417,0.002747815,0.002762101
ATG_PK_fo..pc,Antigua and Barbuda,Pork,Per-capita food consumption [kg/p/year],ATG,PK,FO..PC,8.113161437,7.170989953,8.588817553,17.49264029,18.73881163,40.22297309,16.74276758,19.43300768,19.345948,19.17681879,19.2719255,19.4336612,19.47643359,19.51207026,19.57072344,19.62953856,19.68772565,19.74969272,19.80417009,19.86872793,19.92992918
ATG_PS_fo..pc,Antigua and Barbuda,Pulses,Per-capita food consumption [kg/p/year],ATG,PS,FO..PC,2.176186531,2.758073059,1.952943356,2.71916919,2.696522671,2.824168708,2.878929794,2.934805122,2.992400709,3.051553668,3.078675724,3.112797858,3.142132531,3.1742971,3.205396527,3.237373578,3.270476909,3.303145062,3.336595487,3.37002853,3.403902985
ATG_PT_fo..pc,Antigua and Barbuda,Poultry,Per-capita food consumption [kg/p/year],ATG,PT,FO..PC,67.07619602,60.10091929,83.73477132,60.85009969,58.86523388,68.04739886,46.49624238,66.01870301,63.56331689,65.37892494,65.43433354,65.38100248,65.16698147,64.93763982,64.78597088,64.62857461,64.46782105,64.30964704,64.16341472,64.01484686,63.87632491
ATG_RI_fo..pc,Antigua and Barbuda,Rice,Per-capita food consumption [kg/p/year],ATG,RI,FO..PC,17.65457733,18.36939341,17.98464503,18.40039301,18.20480405,17.01310068,16.74871035,16.48825612,16.98204705,18.25448682,18.3918703,18.53802268,18.67011091,18.78713233,18.91089104,19.03736689,19.16343911,19.28954661,19.41645135,19.54373979,19.66708521
ATG_RT_fo..pc,Antigua and Barbuda,Roots tubers,Per-capita food consumption [kg/p/year],ATG,RT,FO..PC,4.384065099,4.241582053,5.92082827,4.72276754,4.768052571,4.814460617,4.862240184,4.910581613,4.960457661,5.0115416,4.717602051,4.777226304,4.834738434,4.893915322,4.95422752,5.01554807,5.076374654,5.138447145,5.199678012,5.261821272,5.322826295
ATG_SH_fo..pc,Antigua and Barbuda,Sheep,Per-capita food consumption [kg/p/year],ATG,SH,FO..PC,3.812552034,3.469530541,3.14330883,3.229268974,3.486219975,3.521711841,3.512177818,3.237854337,3.14410471,3.190692145,3.170060383,3.131363337,3.095070348,3.057080205,3.023080055,2.989727255,2.956125818,2.924433762,2.8938493,2.863103286,2.833404278
ATG_SU_fo..pc,Antigua and Barbuda,Sugar,Per-capita food consumption [kg/p/year],ATG,SU,FO..PC,31.69203686,31.3417393,10.33303363,20.44488112,20.83438685,21.23435119,21.64608872,22.06620395,22.49925357,22.94401254,22.85655238,22.74494743,22.58232582,22.39065566,22.20842438,22.03281057,21.87127624,21.69899843,21.51395638,21.33003461,21.14412471
ATG_VL_fo..pc,Antigua and Barbuda,Vegetable oils,Per-capita food consumption [kg/p/year],ATG,VL,FO..PC,1.698326619,1.610743057,0.86594002,1.712552029,1.367081302,1.289332552,1.424722695,1.332681175,1.321778159,1.332266861,1.394563598,1.398180179,1.399691318,1.401751128,1.403057507,1.403661898,1.404649874,1.405716076,1.406868234,1.408076648,1.409344666
ATG_WT_fo..pc,Antigua and Barbuda,Wheat,Per-capita food consumption [kg/p/year],ATG,WT,FO..PC,108.8093266,108.6513629,108.4968531,108.35787,108.2174463,108.0832278,107.9603446,107.8304502,107.7146984,106.6446336,106.5676541,106.5064713,106.344206,106.1420391,105.9910835,105.8232424,105.6560504,105.4767862,105.2918987,105.0930292,104.8901907
AUS_BT_fo..pc,Australia,Butter,Per-capita food consumption [kg/p/year],AUS,BT,FO..PC,2.456759331,2.85929527,3.923496878,3.407575787,3.063333006,3.577636438,4.138900726,4.286089893,4.493047667,4.130644924,4.137376135,4.044433672,4.071652129,4.014512651,3.97035238,3.927972868,3.885398268,3.843388566,3.802565347,3.762888104,3.725678197
AUS_BV_fo..pc,Australia,Beef and Veal,Per-capita food consumption [kg/p/year],AUS,BV,FO..PC,25.30982272,23.28728365,22.43451217,23.74420083,22.58709951,20.5189591,19.4728436,21.25102822,19.96541887,19.69814151,19.43011892,19.18594287,19.08360073,18.86142491,18.51558898,18.43454032,18.36097298,18.28477167,18.21184126,18.14300666,18.0757147
AUS_EG_fo..pc,Australia,Eggs,Per-capita food consumption [kg/p/year],AUS,EG,FO..PC,7.854045061,9.058771989,9.373360954,10.36026281,9.818817477,9.580278265,9.754269,10.07052418,10.24201956,10.42159571,10.44908241,10.48311147,10.51793961,10.5518606,10.58664352,10.62366295,10.66096272,10.69893787,10.73694632,10.77480231,10.81250859
AUS_FH_fo..pc,Australia,Fish,Per-capita food consumption [kg/p/year],AUS,FH,FO..PC,28.03717811,27.45961549,26.91008378,26.93944055,26.45456338,24.69867394,25.66572226,25.76563344,26.38592302,25.92644106,26.31631899,26.2413803,26.60472167,26.94135479,27.23798823,27.42072462,27.52313345,27.67084514,27.85541067,28.02979052,28.14588134
AUS_MA_fo..pc,Australia,Maize,Per-capita food consumption [kg/p/year],AUS,MA,FO..PC,3.385288179,3.3277129,3.274544204,3.225125083,3.263206047,3.217382355,3.214809887,3.172715428,3.132762498,3.094845099,3.092659315,3.06862263,3.042650696,3.006900541,2.982126325,2.953621462,2.931225489,2.907823932,2.881997817,2.851804902,2.825283814
AUS_MK_fo..pc,Australia,Milk,Per-capita food consumption [kg/p/year],AUS,MK,FO..PC,19.8295696,19.49007192,22.81005578,20.7027634,21.01890702,21.03678566,20.23288954,20.51851903,22.85157596,18.86915221,19.81466059,19.44139518,18.96452235,18.85833385,18.71260539,18.57216161,18.43674021,18.30594946,18.17913852,18.05591033,17.93581425
AUS_OCG_fo..pc,Australia,Other Coarse Grains,Per-capita food consumption [kg/p/year],AUS,OCG,FO..PC,10.97861355,10.06250029,8.582612998,8.042716889,8.208278968,7.981444693,8.273883591,7.400947243,7.33681564,7.43626853,7.960415531,7.963073721,7.958503279,7.898130884,7.841632483,7.781759913,7.744384952,7.705125111,7.66130344,7.60732765,7.557400014
AUS_OOS_fo..pc,Australia,Other Oilseeds,Per-capita food consumption [kg/p/year],AUS,OOS,FO..PC,0.303321821,0.258407999,0.371638937,0.346765449,0.284788891,0.280789733,0.276968236,0.273341637,0.269899538,0.266632809,0.263820445,0.260427284,0.257742407,0.255111836,0.252536372,0.250076364,0.247634625,0.245277913,0.242979711,0.240785718,0.23879779
AUS_PK_fo..pc,Australia,Pork,Per-capita food consumption [kg/p/year],AUS,PK,FO..PC,20.64557254,19.98517271,21.02762343,20.41007588,20.69166532,22.32826909,21.94828459,22.62750706,21.94394622,20.77130138,20.72377153,20.52016636,20.60283167,20.71235576,20.73736803,20.82279441,20.86612441,20.93466952,20.98118558,21.0484538,21.10516078
AUS_PS_fo..pc,Australia,Pulses,Per-capita food consumption [kg/p/year],AUS,PS,FO..PC,1.26925798,0.961442811,1.037768549,1.299811412,1.385753697,1.423916403,1.463297587,1.50407477,1.546288916,1.589986086,1.592635526,1.593316118,1.588050376,1.59178035,1.589788956,1.589677015,1.591254745,1.590872122,1.591724342,1.591824578,1.592757397
AUS_PT_fo..pc,Australia,Poultry,Per-capita food consumption [kg/p/year],AUS,PT,FO..PC,38.50011178,40.39714513,41.23501995,41.07407511,41.73381905,42.9432798,45.5238579,44.33393036,43.31588861,44.47649505,44.81600274,45.14031125,45.52492314,45.87410672,45.74120114,45.84286956,45.93211549,46.04484843,46.17656303,46.28749223,46.39350043
AUS_RI_fo..pc,Australia,Rice,Per-capita food consumption [kg/p/year],AUS,RI,FO..PC,17.7586128,20.4699634,23.74993534,17.67874827,16.34693775,9.212931127,14.78424235,12.94578329,12.0271369,7.272555685,9.509698315,9.377102302,9.253681272,9.13685174,9.026957956,8.92381965,8.825939676,8.733967259,8.647305565,8.566171894,8.490074533
AUS_RT_fo..pc,Australia,Roots tubers,Per-capita food consumption [kg/p/year],AUS,RT,FO..PC,11.54685688,10.94471462,12.0137351,11.45104312,11.2053663,10.97028436,10.74537514,10.53110189,10.32685596,10.13209149,10.06505955,10.00522186,9.94857004,9.858156238,9.766153266,9.677626035,9.584946775,9.495516509,9.403542802,9.312726556,9.220496559
